18.43;24.195
17.405;24.64
17.17;25.59
16.89;26.92
16.97;28.395
17.99;28.31
18.335;27.13
18.2;28.47
18.66;29.465
19.21;29.675
18.365;29.965
19.005;31.61
19.26;25.065
18.745;29.485
18.385;28.52
19.11;27.67
19.025;27.53
19.8;27.625
18.9;25.05
18.53;24.58
18.75;26.75
18.72;28.855
18.555;28.025
19.43;28.005
14.93;23.45
12.15;21.315
10.2;25.57
12.875;25.565
14.69;26.505
14.045;24.495
15.38;21.175
14.31;22.485
13.54;24.69
16.445;24.73
15.785;23.785
14.84;20.095
14.835;21.865
14.615;23.86
15.05;23.735
15.435;23.525
16.015;20.16
15.855;25.085
14.75;24.67
14.32;23.215
13.945;23.37
16.82;23.37
16.275;23.735
15.82;25.71
14.595;25.11
14.6443910944974;24.3332724303954
11.1992777460267;20.8340585746008
8.90840284374211;15.4524801879138
11.2291065773165;21.0545934649746
9.63741650288852;21.6233833321701
12.03;21.89
14.785;20.69
15.465;21.1
16.26;19.825
12.28;22.175
10.795;15.645
10.73;19.085
14.435;18.935
14.29;18.48
14.305;20.995
13.35;19.02
13.245;17.665
11.71;19.175
11.105;17.53
10.48;18.015
9.795;17.96
9.925;17.96
10.075;19.345
10.96;18.655
10.145;17.325
8.23;16.185
9.19328717696724;17.5351403292629
9.84502288779252;16.2625116428701
6.875;11.82
4.715;14.335
4.725;12.05
10.94;16.73
9.155;16.085
11;16.915
10.88;16.475
14.06;16.59
10.78;15.185
8.89;14.375
7.665;11.315
5.47;11.22
3.985;13.62
6.93;12.745
7.925;15.645
6.14;12.78
10.34;13.595
11.22;16.605
9.74;16.565
9.21;13.13
7.025;14.44
7.69;13.795
5.315;15.165
6.765;13.4
3.39;10.585
1.765;9.785
4.44;7.25
3.96;6.67
0.895;8.405
-0.0099999999999999;9.365
4.41;10.045
3.1;11.315
2.4;10.41
7.415;13.125
5.965;12.85
10.055;12.2
9.335;14.73
8.775;13.89
5.685;13.48
3.12;11.465
2.79;11.58
3.28;10.835
3.205;11.23
1.26;10.605
4.14;11.16
4.53;12.275
2.825;11.035
1.15;5.07
-1.565;3.57
-2.04;7.59
1.27;10.285
2.21;11.13
3.175;9.4
4.14;10.31
1.17;7.6
-0.115;8.735
-1.59;8.41
1.62;10.805
4.875;12.655
4.105;11.81
5.02;11.875
5.175;11.79
7.395;10.91
5.56;9.055
4.275;7.88
4.465;7.715
2.87;5.635
1.965;7.495
2.98;9.195
3.68;8.575
1.575;9.015
3.46;9.54
3.355;9.18
-0.215;8.025
0.125;7.025
0.405;10.17
8.655;13.15
7;13.345
6.2;9.97
4.805;13.795
4.445;13.275
4.21;15.54
4.855;14.175
6.27;13.905
5.39;13.015
8.915;13.39
4.845;11.755
3.185;12.065
2.32;12.205
3.5;16.385
6.16;17.22
3.725;14.18
4.53;14.93
5.665;11.275
5.79;10.035
4.355;12.995
4.115;14.2
4.41;14.845
3.585;11.87
2.98;11.83
2.7;13.705
3.645;12.94
7.14;19.855
7.17;16.535
9.835;13.6
7.16;17.555
7.155;17.325
6.75;16.45
9.23;13.69
6.2;17.53
9.83;19.665
9.655;16.685
8.735;17.935
9.34;13.04
6.835;15.53
4.625;13.105
4;13.595
4.58;14.465
6.72;17.545
8.93;15.14
8.03;16.855
9.075;14.25
6.17;14.26
5.835;15.985
6.6;22.3
9.245;21.345
9.415;21.31
10.22;21.75
8.15;17.915
6.59;14.985
9.03;17.04
7.265;17.995
7.66;19.29
6.815;18.64
7.84;19.6
9.275;20.675
10.06;18.66
8.83;14.755
6.555;15.915
4.87;14.35
6.13;17.415
8.905;15.165
5.82;15.18
7.085;17.69
8.085;13.675
7.325;16.09
7.605;16.56
7.48;15.805
7.305;14.875
6.06;18.685
10.01;17.705
8.325;19.64
10.03;21.015
11.875;20.84
10.875;22.3
13.005;18.72
11.855;21.21
12.815;18.68
12.92;23.34
14.41;26.07
12.63;20.825
9.72;19.33
9.235;16.3
6.38;14.215
4.595;16.975
9.195;17.335
8.345;20.155
10.64;18.525
10.05;16.41
6.13;13.575
5.6;14.085
5.515;17.965
8.605;17.705
11.705;19.73
10.825;20.22
11.005;19.985
10.195;16.86
10.015;17.55
8.825;18.585
6.255;9.685
7.39;19.455
10.91;19.665
12.4;16.78
11.03;15.08
10.575;15.88
11.07;16.76
12.47;19.435
12.435;21.345
11.63;21.645
12.39;20.565
12.745;16.535
13.015;17.31
13.255;18.375
11.835;17.455
12.195;19.645
11.035;20.71
11.855;23.91
14.235;25.88
15.06;25.68
15.075;26.09
15.795;26.155
16.165;25.475
16.145;29.39
19.69;30.25
19.415;32.36
20.57;33.57
20.11;29.9
19.335;28.915
18.415;31.58
21.915;35.055
21.04;30.765
18.875;29.365
17.175;28.895
18.885;29.71
19.88;29.115
18.365;30.605
19.68;31.085
21.365;30.425
19.26;30.265
20.3;31.725
21.18;33.08
22.205;33.305
24.625;35.175
23.345;34.29
23.99;34.22
20.715;32.415
